drug,reaction,severity,serious_count,frequency,relative_frequency
INVEGA,Medication residue present,0.0,0,1,0.05
INVEGA,Muscle spasms,0.0,0,1,0.05
INVEGA,Muscular weakness,0.0,0,1,0.05
INVEGA,Ovarian germ cell cancer stage II,0.0,0,1,0.05
INVEGA,Palpitations,0.0,0,1,0.05
INVEGA,Swelling,0.0,0,1,0.05
INVEGA,Tremor,0.0,0,1,0.05
INVEGA,Weight increased,0.0,0,1,0.05
IODINE,Drug hypersensitivity,0.0,0,1,1.0
IPRAMOL,Chronic obstructive pulmonary disease,0.0,0,1,1.0
IPRATROPIUM,Bone marrow failure,0.0,0,1,0.07142857142857142
IPRATROPIUM,Cough,0.0,0,1,0.07142857142857142
IPRATROPIUM,Leukopenia,0.0,0,1,0.07142857142857142
IPRATROPIUM,Lymphadenopathy,0.0,0,1,0.07142857142857142
IPRATROPIUM,Neutropenia,0.0,0,1,0.07142857142857142
IPRATROPIUM,Odynophagia,0.0,0,1,0.07142857142857142
IPRATROPIUM,Pancytopenia,0.0,0,1,0.07142857142857142
IPRATROPIUM,Pharyngeal erythema,0.0,0,1,0.07142857142857142
IPRATROPIUM,Productive cough,0.0,0,1,0.07142857142857142
IPRATROPIUM,Purulent discharge,0.0,0,1,0.07142857142857142
IPRATROPIUM,Pyrexia,0.0,0,1,0.07142857142857142
IPRATROPIUM,Thrombocytopenia,0.0,0,1,0.07142857142857142
IPRATROPIUM,Tonsillar hypertrophy,0.0,0,1,0.07142857142857142
IPRATROPIUM,Tonsillitis,0.0,0,1,0.07142857142857142
IPRATROPIUM  INHALER                    /00391402/,Headache,0.0,0,1,0.5
IPRATROPIUM  INHALER                    /00391402/,Rash,0.0,0,1,0.5
IPRATROPIUM BROMIDE.,Drug ineffective,0.0,0,1,0.5
IPRATROPIUM BROMIDE.,Pulmonary arterial hypertension,0.0,0,1,0.5
IRBESARTAN.,Abdominal pain,0.0,0,4,0.15384615384615385
IRBESARTAN.,Asthenia,0.0,0,2,0.07692307692307693
IRBESARTAN.,Blood creatinine increased,0.0,0,4,0.15384615384615385
IRBESARTAN.,C-reactive protein increased,0.0,0,4,0.15384615384615385
IRBESARTAN.,Diarrhoea,0.0,0,4,0.15384615384615385
IRBESARTAN.,Dysuria,0.0,0,2,0.07692307692307693
IRBESARTAN.,Pleural effusion,0.0,0,2,0.07692307692307693
IRBESARTAN.,Pyrexia,0.0,0,2,0.07692307692307693
IRBESARTAN.,Weight decreased,0.0,0,2,0.07692307692307693
IRINOTECAN,Death,0.0,0,1,1.0
IRINOTECAN (UNKNOWN),Abdominal pain upper,0.0,0,1,0.3333333333333333
IRINOTECAN (UNKNOWN),Diarrhoea,0.0,0,1,0.3333333333333333
IRINOTECAN (UNKNOWN),Vomiting,0.0,0,1,0.3333333333333333
IRON,Diarrhoea,0.0,0,1,0.2
IRON,Influenza,0.0,0,2,0.4
IRON,Pneumonia,0.0,0,2,0.4
IRON DEXTRAN,Nephrogenic systemic fibrosis,0.0,0,1,1.0
ISOSORBIDE,Amnesia,0.0,0,1,0.3333333333333333
ISOSORBIDE,Grand mal convulsion,0.0,0,1,0.3333333333333333
ISOSORBIDE,Vomiting,0.0,0,1,0.3333333333333333
ISTODAX,Platelet count decreased,0.0,0,1,1.0
ITRIZOLE,Adenoviral haemorrhagic cystitis,0.0,0,1,0.5
ITRIZOLE,Pyrexia,0.0,0,1,0.5
IZOTONIK SODYUM KLOR?R PVC,Chills,0.0,0,1,0.5
IZOTONIK SODYUM KLOR?R PVC,Infusion site erythema,0.0,0,1,0.5
JAKAFI,Abdominal discomfort,0.0,0,3,0.004573170731707317
JAKAFI,Abdominal distension,0.0,0,6,0.009146341463414634
JAKAFI,Abdominal pain,0.0,0,5,0.007621951219512195
JAKAFI,Abdominal pain upper,0.0,0,2,0.003048780487804878
JAKAFI,Abdominal tenderness,0.0,0,2,0.003048780487804878
JAKAFI,Abnormal dreams,0.0,0,2,0.003048780487804878
JAKAFI,Adverse drug reaction,0.0,0,5,0.007621951219512195
JAKAFI,Adverse event,0.0,0,2,0.003048780487804878
JAKAFI,Adverse reaction,0.0,0,1,0.001524390243902439
JAKAFI,Alopecia,0.0,0,3,0.004573170731707317
JAKAFI,Anaemia,0.0,0,11,0.01676829268292683
JAKAFI,Arthralgia,0.0,0,3,0.004573170731707317
JAKAFI,Blindness,0.0,0,3,0.004573170731707317
JAKAFI,Blister,0.0,0,4,0.006097560975609756
JAKAFI,Blood cholesterol decreased,0.0,0,3,0.004573170731707317
JAKAFI,Blood count abnormal,0.0,0,20,0.03048780487804878
JAKAFI,Blood lactate dehydrogenase increased,0.0,0,3,0.004573170731707317
JAKAFI,Blood pressure increased,0.0,0,3,0.004573170731707317
JAKAFI,Blood smear test abnormal,0.0,0,3,0.004573170731707317
JAKAFI,Blood triglycerides decreased,0.0,0,3,0.004573170731707317
JAKAFI,Blood urine present,0.0,0,2,0.003048780487804878
JAKAFI,Bone marrow transplant,0.0,0,1,0.001524390243902439
JAKAFI,Chest discomfort,0.0,0,2,0.003048780487804878
JAKAFI,Chronic sinusitis,0.0,0,1,0.001524390243902439
JAKAFI,Constipation,0.0,0,6,0.009146341463414634
JAKAFI,Contusion,0.0,0,22,0.03353658536585366
JAKAFI,Crying,0.0,0,2,0.003048780487804878
JAKAFI,Decreased appetite,0.0,0,2,0.003048780487804878
JAKAFI,Deep vein thrombosis,0.0,0,1,0.001524390243902439
JAKAFI,Depressed mood,0.0,0,2,0.003048780487804878
JAKAFI,Depression,0.0,0,2,0.003048780487804878
JAKAFI,Diabetes mellitus,0.0,0,1,0.001524390243902439
JAKAFI,Diarrhoea,0.0,0,14,0.021341463414634148
JAKAFI,Discomfort,0.0,0,3,0.004573170731707317
JAKAFI,Disease progression,0.0,0,4,0.006097560975609756
JAKAFI,Dizziness,0.0,0,14,0.021341463414634148
JAKAFI,Drug administration error,0.0,0,5,0.007621951219512195
JAKAFI,Drug dispensing error,0.0,0,3,0.004573170731707317
JAKAFI,Drug dose omission,0.0,0,9,0.013719512195121951
JAKAFI,Drug ineffective,0.0,0,3,0.004573170731707317
JAKAFI,Drug intolerance,0.0,0,2,0.003048780487804878
JAKAFI,Drug prescribing error,0.0,0,1,0.001524390243902439
JAKAFI,Dry eye,0.0,0,5,0.007621951219512195
JAKAFI,Dry mouth,0.0,0,2,0.003048780487804878
JAKAFI,Dry throat,0.0,0,2,0.003048780487804878
JAKAFI,Dyspepsia,0.0,0,1,0.001524390243902439
JAKAFI,Dyspnoea,0.0,0,7,0.010670731707317074
JAKAFI,Ear congestion,0.0,0,4,0.006097560975609756
JAKAFI,Ear haemorrhage,0.0,0,2,0.003048780487804878
JAKAFI,Ear infection,0.0,0,2,0.003048780487804878
JAKAFI,Ecchymosis,0.0,0,3,0.004573170731707317
JAKAFI,Endodontic procedure,0.0,0,1,0.001524390243902439
JAKAFI,Epistaxis,0.0,0,10,0.01524390243902439
JAKAFI,Eye disorder,0.0,0,1,0.001524390243902439
JAKAFI,Eye haemorrhage,0.0,0,1,0.001524390243902439
JAKAFI,Fatigue,0.0,0,22,0.03353658536585366
JAKAFI,Feeling abnormal,0.0,0,4,0.006097560975609756
JAKAFI,Feeling cold,0.0,0,1,0.001524390243902439
JAKAFI,Feeling hot,0.0,0,2,0.003048780487804878
JAKAFI,Flatulence,0.0,0,4,0.006097560975609756
JAKAFI,Fluid retention,0.0,0,2,0.003048780487804878
JAKAFI,Generalised oedema,0.0,0,1,0.001524390243902439
JAKAFI,Gout,0.0,0,7,0.010670731707317074
JAKAFI,Graft versus host disease,0.0,0,4,0.006097560975609756
JAKAFI,Haematochezia,0.0,0,1,0.001524390243902439
JAKAFI,Haemoglobin decreased,0.0,0,26,0.039634146341463415
JAKAFI,Haemorrhage,0.0,0,2,0.003048780487804878
JAKAFI,Hair texture abnormal,0.0,0,2,0.003048780487804878
JAKAFI,Headache,0.0,0,21,0.03201219512195122
JAKAFI,Hepatic enzyme increased,0.0,0,1,0.001524390243902439
JAKAFI,Hepatic failure,0.0,0,4,0.006097560975609756
JAKAFI,Hospice care,0.0,0,3,0.004573170731707317
JAKAFI,Hyperhidrosis,0.0,0,1,0.001524390243902439
JAKAFI,Hypersensitivity,0.0,0,3,0.004573170731707317
JAKAFI,Hypertension,0.0,0,1,0.001524390243902439
JAKAFI,Hypoaesthesia,0.0,0,4,0.006097560975609756
JAKAFI,Hypothyroidism,0.0,0,2,0.003048780487804878
JAKAFI,Inappropriate schedule of drug administration,0.0,0,2,0.003048780487804878
JAKAFI,Incontinence,0.0,0,3,0.004573170731707317
JAKAFI,Increased appetite,0.0,0,5,0.007621951219512195
JAKAFI,Increased tendency to bruise,0.0,0,3,0.004573170731707317
JAKAFI,Influenza,0.0,0,3,0.004573170731707317
JAKAFI,Influenza like illness,0.0,0,1,0.001524390243902439
JAKAFI,Insomnia,0.0,0,7,0.010670731707317074
JAKAFI,Intraocular pressure increased,0.0,0,2,0.003048780487804878
JAKAFI,Jaundice,0.0,0,3,0.004573170731707317
JAKAFI,Joint swelling,0.0,0,2,0.003048780487804878
JAKAFI,Laboratory test abnormal,0.0,0,1,0.001524390243902439
JAKAFI,Lip dry,0.0,0,2,0.003048780487804878
JAKAFI,Local swelling,0.0,0,1,0.001524390243902439
JAKAFI,Malaise,0.0,0,3,0.004573170731707317
JAKAFI,Mass,0.0,0,2,0.003048780487804878
JAKAFI,Medication error,0.0,0,2,0.003048780487804878
JAKAFI,Memory impairment,0.0,0,3,0.004573170731707317
JAKAFI,Mental status changes,0.0,0,4,0.006097560975609756
JAKAFI,Migraine,0.0,0,1,0.001524390243902439
JAKAFI,Muscle abscess,0.0,0,3,0.004573170731707317
JAKAFI,Muscle spasms,0.0,0,4,0.006097560975609756
JAKAFI,Nasal congestion,0.0,0,1,0.001524390243902439
JAKAFI,Nasopharyngitis,0.0,0,4,0.006097560975609756
JAKAFI,Nausea,0.0,0,15,0.022865853658536585
JAKAFI,Neuralgia,0.0,0,1,0.001524390243902439
JAKAFI,Night sweats,0.0,0,3,0.004573170731707317
JAKAFI,Nightmare,0.0,0,2,0.003048780487804878
JAKAFI,No adverse event,0.0,0,1,0.001524390243902439
JAKAFI,No therapeutic response,0.0,0,1,0.001524390243902439
JAKAFI,Odynophagia,0.0,0,2,0.003048780487804878
JAKAFI,Oedema peripheral,0.0,0,4,0.006097560975609756
JAKAFI,Oesophageal pain,0.0,0,2,0.003048780487804878
JAKAFI,Off label use,0.0,0,3,0.004573170731707317
JAKAFI,Oral mucosal erythema,0.0,0,2,0.003048780487804878
JAKAFI,Oral pain,0.0,0,2,0.003048780487804878
JAKAFI,Oropharyngeal pain,0.0,0,2,0.003048780487804878
JAKAFI,Pain,0.0,0,5,0.007621951219512195
JAKAFI,Pain in extremity,0.0,0,1,0.001524390243902439
JAKAFI,Pain in jaw,0.0,0,1,0.001524390243902439
JAKAFI,Paraesthesia,0.0,0,3,0.004573170731707317
JAKAFI,Peripheral swelling,0.0,0,3,0.004573170731707317
JAKAFI,Platelet count abnormal,0.0,0,3,0.004573170731707317
JAKAFI,Platelet count decreased,0.0,0,24,0.036585365853658534
JAKAFI,Platelet count increased,0.0,0,8,0.012195121951219513
JAKAFI,Pneumonia,0.0,0,1,0.001524390243902439
JAKAFI,Pollakiuria,0.0,0,1,0.001524390243902439
JAKAFI,Polycythaemia,0.0,0,1,0.001524390243902439
JAKAFI,Productive cough,0.0,0,1,0.001524390243902439
JAKAFI,Prostatic haemorrhage,0.0,0,1,0.001524390243902439
JAKAFI,Pruritus,0.0,0,7,0.010670731707317074
JAKAFI,Pulmonary congestion,0.0,0,1,0.001524390243902439
JAKAFI,Pulmonary embolism,0.0,0,1,0.001524390243902439
JAKAFI,Pyrexia,0.0,0,2,0.003048780487804878
JAKAFI,Rash,0.0,0,13,0.019817073170731708
JAKAFI,Rash papular,0.0,0,1,0.001524390243902439
JAKAFI,Red blood cell count decreased,0.0,0,3,0.004573170731707317
JAKAFI,Renal impairment,0.0,0,4,0.006097560975609756
JAKAFI,Rhinorrhoea,0.0,0,1,0.001524390243902439
JAKAFI,Sensitivity of teeth,0.0,0,3,0.004573170731707317
JAKAFI,Sinus disorder,0.0,0,3,0.004573170731707317
JAKAFI,Skin cancer,0.0,0,3,0.004573170731707317
JAKAFI,Skin discolouration,0.0,0,1,0.001524390243902439
JAKAFI,Skin disorder,0.0,0,3,0.004573170731707317
JAKAFI,Skin irritation,0.0,0,1,0.001524390243902439
JAKAFI,Skin lesion,0.0,0,1,0.001524390243902439
JAKAFI,Skin sensitisation,0.0,0,3,0.004573170731707317
JAKAFI,Sneezing,0.0,0,1,0.001524390243902439
JAKAFI,Somnolence,0.0,0,1,0.001524390243902439
JAKAFI,Splenomegaly,0.0,0,9,0.013719512195121951
JAKAFI,Staphylococcal infection,0.0,0,1,0.001524390243902439
JAKAFI,Stem cell transplant,0.0,0,10,0.01524390243902439
JAKAFI,Stomatitis,0.0,0,4,0.006097560975609756
JAKAFI,Testicular swelling,0.0,0,2,0.003048780487804878
JAKAFI,Therapeutic response unexpected,0.0,0,2,0.003048780487804878
JAKAFI,Thermal burn,0.0,0,1,0.001524390243902439
JAKAFI,Thinking abnormal,0.0,0,3,0.004573170731707317
JAKAFI,Thrombocytopenia,0.0,0,2,0.003048780487804878
JAKAFI,Thrombotic microangiopathy,0.0,0,4,0.006097560975609756
JAKAFI,Tooth loss,0.0,0,1,0.001524390243902439
JAKAFI,Transfusion,0.0,0,5,0.007621951219512195
JAKAFI,Treatment noncompliance,0.0,0,1,0.001524390243902439
JAKAFI,Urinary tract infection,0.0,0,1,0.001524390243902439
JAKAFI,Vision blurred,0.0,0,2,0.003048780487804878
JAKAFI,Vitreous floaters,0.0,0,1,0.001524390243902439
JAKAFI,Vomiting,0.0,0,5,0.007621951219512195
JAKAFI,Weight decreased,0.0,0,3,0.004573170731707317
JAKAFI,Weight increased,0.0,0,16,0.024390243902439025
JAKAFI,Weight loss poor,0.0,0,2,0.003048780487804878
JAKAFI,White blood cell count abnormal,0.0,0,1,0.001524390243902439
JAKAFI,White blood cell count decreased,0.0,0,7,0.010670731707317074
JAKAFI,White blood cell count increased,0.0,0,11,0.01676829268292683
JAKAFI,Wound haemorrhage,0.0,0,3,0.004573170731707317
JAKAFI,Wrong technique in product usage process,0.0,0,3,0.004573170731707317
JANUMET,Anxiety,0.0,0,1,0.06666666666666667
JANUMET,Emotional disorder,0.0,0,1,0.06666666666666667
JANUMET,Emotional distress,0.0,0,1,0.06666666666666667
JANUMET,Lymphadenopathy,0.0,0,1,0.06666666666666667
JANUMET,Metastases to liver,0.0,0,1,0.06666666666666667
JANUMET,Metastases to lung,0.0,0,1,0.06666666666666667
JANUMET,Metastases to retroperitoneum,0.0,0,1,0.06666666666666667
JANUMET,Metastases to spine,0.0,0,1,0.06666666666666667
JANUMET,Metastases to thorax,0.0,0,1,0.06666666666666667
JANUMET,Metastasis,0.0,0,1,0.06666666666666667
JANUMET,Neoplasm malignant,0.0,0,1,0.06666666666666667
JANUMET,Pancreatic carcinoma metastatic,0.0,0,1,0.06666666666666667
JANUMET,Peripheral venous disease,0.0,0,1,0.06666666666666667
JANUMET,Prostate cancer,0.0,0,1,0.06666666666666667
JANUMET,Renal cyst,0.0,0,1,0.06666666666666667
JANUVIA,Abdominal pain upper,0.0,0,1,0.03333333333333333
JANUVIA,Anaemia,0.0,0,1,0.03333333333333333
JANUVIA,Anxiety,0.0,0,1,0.03333333333333333
JANUVIA,Blood glucose increased,0.0,0,1,0.03333333333333333
JANUVIA,Diarrhoea,0.0,0,1,0.03333333333333333
JANUVIA,Drug administration error,0.0,0,1,0.03333333333333333
JANUVIA,Emotional disorder,0.0,0,1,0.03333333333333333
JANUVIA,Emotional distress,0.0,0,1,0.03333333333333333
JANUVIA,Fatigue,0.0,0,1,0.03333333333333333
JANUVIA,Graft versus host disease,0.0,0,1,0.03333333333333333
JANUVIA,Haemoglobin decreased,0.0,0,1,0.03333333333333333
JANUVIA,Hepatic failure,0.0,0,1,0.03333333333333333
JANUVIA,Lymphadenopathy,0.0,0,1,0.03333333333333333
JANUVIA,Mental status changes,0.0,0,1,0.03333333333333333
JANUVIA,Metastases to liver,0.0,0,1,0.03333333333333333
JANUVIA,Metastases to lung,0.0,0,1,0.03333333333333333
JANUVIA,Metastases to retroperitoneum,0.0,0,1,0.03333333333333333
JANUVIA,Metastases to spine,0.0,0,1,0.03333333333333333
JANUVIA,Metastases to thorax,0.0,0,1,0.03333333333333333
JANUVIA,Osteomyelitis,0.0,0,1,0.03333333333333333
JANUVIA,Pancreatic carcinoma metastatic,0.0,0,1,0.03333333333333333
JANUVIA,Pancreatitis acute,0.0,0,1,0.03333333333333333
JANUVIA,Peripheral venous disease,0.0,0,1,0.03333333333333333
JANUVIA,Prostate cancer,0.0,0,1,0.03333333333333333
JANUVIA,Pulmonary embolism,0.0,0,1,0.03333333333333333
JANUVIA,Renal cyst,0.0,0,1,0.03333333333333333
JANUVIA,Renal impairment,0.0,0,1,0.03333333333333333
JANUVIA,Stem cell transplant,0.0,0,1,0.03333333333333333
JANUVIA,Thrombotic microangiopathy,0.0,0,1,0.03333333333333333
JANUVIA,Weight increased,0.0,0,1,0.03333333333333333
JODTHYROX,Dizziness,0.0,0,1,0.5
JODTHYROX,Hypoaesthesia,0.0,0,1,0.5
JZOLOFT,Breast cancer,0.0,0,1,1.0
K PHOSPHATE,Incorrect dosage administered,0.0,0,1,0.3333333333333333
K PHOSPHATE,No adverse event,0.0,0,1,0.3333333333333333
K PHOSPHATE,Product compounding quality issue,0.0,0,1,0.3333333333333333
KALETRA,CD4 lymphocytes decreased,0.0,0,1,0.1111111111111111
KALETRA,Fat redistribution,0.0,0,1,0.1111111111111111
KALETRA,Foetal exposure during pregnancy,0.0,0,1,0.1111111111111111
KALETRA,Foetal heart rate decreased,0.0,0,1,0.1111111111111111
KALETRA,Foetal heart rate increased,0.0,0,1,0.1111111111111111
KALETRA,Lipodystrophy acquired,0.0,0,1,0.1111111111111111
KALETRA,Multifocal motor neuropathy,0.0,0,1,0.1111111111111111
KALETRA,Muscle atrophy,0.0,0,1,0.1111111111111111
KALETRA,Unevaluable event,0.0,0,1,0.1111111111111111
KALYDECO,Asthenia,0.0,0,1,0.25
KALYDECO,Ear infection,0.0,0,1,0.25
KALYDECO,Increased viscosity of bronchial secretion,0.0,0,1,0.25
KALYDECO,Sinus disorder,0.0,0,1,0.25
KARDEGIC,Erythema,0.0,0,1,0.5
KARDEGIC,Pruritus,0.0,0,1,0.5
KASKADIL,Renal failure acute,0.0,0,1,1.0
KCL,Apathy,0.0,0,1,0.09090909090909091
KCL,Asthenia,0.0,0,1,0.09090909090909091
KCL,Drug level increased,0.0,0,1,0.09090909090909091
KCL,Feeling abnormal,0.0,0,1,0.09090909090909091
KCL,Malaise,0.0,0,1,0.09090909090909091
KCL,Pain,0.0,0,1,0.09090909090909091
KCL,Pneumonia,0.0,0,1,0.09090909090909091
KCL,Psychotic disorder,0.0,0,1,0.09090909090909091
KCL,Suicidal ideation,0.0,0,1,0.09090909090909091
KCL,Unevaluable event,0.0,0,2,0.18181818181818182
KEPPRA,Abnormal behaviour,0.0,0,1,0.05263157894736842
KEPPRA,Alopecia,0.0,0,1,0.05263157894736842
KEPPRA,Ammonia increased,0.0,0,1,0.05263157894736842
KEPPRA,Amnesia,0.0,0,1,0.05263157894736842
KEPPRA,Atrial fibrillation,0.0,0,1,0.05263157894736842
KEPPRA,Convulsion,0.0,0,1,0.05263157894736842
KEPPRA,Erythema,0.0,0,1,0.05263157894736842
KEPPRA,Feeling abnormal,0.0,0,1,0.05263157894736842
KEPPRA,Grand mal convulsion,0.0,0,1,0.05263157894736842
KEPPRA,Hair growth abnormal,0.0,0,1,0.05263157894736842
KEPPRA,Insomnia,0.0,0,1,0.05263157894736842
KEPPRA,Irritability,0.0,0,1,0.05263157894736842
KEPPRA,Pruritus,0.0,0,1,0.05263157894736842
KEPPRA,Skin disorder,0.0,0,1,0.05263157894736842
KEPPRA,Tremor,0.0,0,4,0.21052631578947367
KEPPRA,Vomiting,0.0,0,1,0.05263157894736842
KERI ORIGINAL,Dry eye,0.0,0,4,0.3333333333333333
KERI ORIGINAL,Lacrimation increased,0.0,0,4,0.3333333333333333
KERI ORIGINAL,Ocular hyperaemia,0.0,0,4,0.3333333333333333
KETAMINE,Acidosis,0.0,0,1,0.2
KETAMINE,Arrhythmia,0.0,0,1,0.2
KETAMINE,Cardiac arrest,0.0,0,1,0.2
KETAMINE,Respiratory distress,0.0,0,1,0.2
KETAMINE,Status epilepticus,0.0,0,1,0.2
KETOPROFEN,Bone marrow failure,0.0,0,1,0.05555555555555555
KETOPROFEN,Cough,0.0,0,1,0.05555555555555555
KETOPROFEN,Drug interaction,0.0,0,1,0.05555555555555555
KETOPROFEN,Erythema,0.0,0,1,0.05555555555555555
KETOPROFEN,Leukopenia,0.0,0,1,0.05555555555555555
KETOPROFEN,Lymphadenopathy,0.0,0,1,0.05555555555555555
KETOPROFEN,Neutropenia,0.0,0,1,0.05555555555555555
KETOPROFEN,Odynophagia,0.0,0,1,0.05555555555555555
KETOPROFEN,Pancytopenia,0.0,0,1,0.05555555555555555
KETOPROFEN,Pharyngeal erythema,0.0,0,1,0.05555555555555555
KETOPROFEN,Productive cough,0.0,0,1,0.05555555555555555
KETOPROFEN,Pruritus,0.0,0,1,0.05555555555555555
KETOPROFEN,Purulent discharge,0.0,0,1,0.05555555555555555
KETOPROFEN,Pyrexia,0.0,0,1,0.05555555555555555
KETOPROFEN,Thrombocytopenia,0.0,0,1,0.05555555555555555
KETOPROFEN,Tonsillar hypertrophy,0.0,0,1,0.05555555555555555
KETOPROFEN,Tonsillitis,0.0,0,1,0.05555555555555555
KETOPROFEN,Urticaria,0.0,0,1,0.05555555555555555
KLACID,Drug ineffective,0.0,0,1,0.25
KLACID,Pruritus,0.0,0,1,0.25
KLACID,Rash generalised,0.0,0,1,0.25
KLACID,Swollen tongue,0.0,0,1,0.25
KLONOPIN,Abdominal distension,0.0,0,1,0.04
KLONOPIN,Activities of daily living impaired,0.0,0,1,0.04
KLONOPIN,Atrial fibrillation,0.0,0,1,0.04
KLONOPIN,Blood count abnormal,0.0,0,1,0.04
KLONOPIN,Contusion,0.0,0,1,0.04
KLONOPIN,Crying,0.0,0,2,0.08
KLONOPIN,Depressed mood,0.0,0,1,0.04
KLONOPIN,Depression,0.0,0,1,0.04
KLONOPIN,Diarrhoea,0.0,0,1,0.04
KLONOPIN,Drug ineffective,0.0,0,1,0.04
KLONOPIN,Dry eye,0.0,0,1,0.04
KLONOPIN,Dry mouth,0.0,0,1,0.04
KLONOPIN,Dry throat,0.0,0,1,0.04
KLONOPIN,Feeling abnormal,0.0,0,1,0.04
KLONOPIN,Insomnia,0.0,0,1,0.04
KLONOPIN,Lip dry,0.0,0,1,0.04
KLONOPIN,Nausea,0.0,0,1,0.04
KLONOPIN,Odynophagia,0.0,0,1,0.04
KLONOPIN,Oesophageal pain,0.0,0,1,0.04
KLONOPIN,Oropharyngeal pain,0.0,0,1,0.04
KLONOPIN,Tremor,0.0,0,4,0.16
KLOR-CON,Abdominal pain,0.0,0,1,0.07692307692307693
KLOR-CON,Arthralgia,0.0,0,1,0.07692307692307693
KLOR-CON,Blood pressure increased,0.0,0,1,0.07692307692307693
KLOR-CON,Contusion,0.0,0,1,0.07692307692307693
KLOR-CON,Drug dispensing error,0.0,0,1,0.07692307692307693
KLOR-CON,Ear congestion,0.0,0,1,0.07692307692307693
KLOR-CON,Epistaxis,0.0,0,1,0.07692307692307693
KLOR-CON,Fluid retention,0.0,0,1,0.07692307692307693
KLOR-CON,Haemoglobin decreased,0.0,0,1,0.07692307692307693
KLOR-CON,Oedema peripheral,0.0,0,1,0.07692307692307693
KLOR-CON,Thinking abnormal,0.0,0,1,0.07692307692307693
KLOR-CON,Transient ischaemic attack,0.0,0,1,0.07692307692307693
KLOR-CON,White blood cell count decreased,0.0,0,1,0.07692307692307693
KYNAMRO,Abdominal pain upper,0.0,0,2,0.14285714285714285
KYNAMRO,Alanine aminotransferase increased,0.0,0,2,0.14285714285714285
KYNAMRO,Aspartate aminotransferase increased,0.0,0,2,0.14285714285714285
KYNAMRO,Fatigue,0.0,0,2,0.14285714285714285
KYNAMRO,Injection site discolouration,0.0,0,2,0.14285714285714285
KYNAMRO,Injection site pruritus,0.0,0,2,0.14285714285714285
KYNAMRO,Unevaluable event,0.0,0,2,0.14285714285714285
L-THYROXIN,Colitis ulcerative,0.0,0,1,0.5
L-THYROXIN,Tooth disorder,0.0,0,1,0.5
LABETALOL,Off label use,0.0,0,2,0.5
LABETALOL,Pancreatitis,0.0,0,2,0.5
LACTULOSE.,Skin necrosis,0.0,0,1,1.0
LAMICTAL,Abdominal distension,0.0,0,1,0.03125
LAMICTAL,Acidosis,0.0,0,1,0.03125
LAMICTAL,Activities of daily living impaired,0.0,0,1,0.03125
LAMICTAL,Anticonvulsant drug level below therapeutic,0.0,0,1,0.03125
LAMICTAL,Arrhythmia,0.0,0,1,0.03125
LAMICTAL,Blood count abnormal,0.0,0,1,0.03125
LAMICTAL,Bone marrow failure,0.0,0,2,0.0625
LAMICTAL,Cardiac arrest,0.0,0,1,0.03125
LAMICTAL,Contusion,0.0,0,1,0.03125
LAMICTAL,Convulsion,0.0,0,1,0.03125
LAMICTAL,Crying,0.0,0,2,0.0625
LAMICTAL,Depressed mood,0.0,0,1,0.03125
LAMICTAL,Depression,0.0,0,1,0.03125
LAMICTAL,Drug ineffective,0.0,0,1,0.03125
LAMICTAL,Dry eye,0.0,0,1,0.03125
LAMICTAL,Dry mouth,0.0,0,1,0.03125
LAMICTAL,Dry throat,0.0,0,1,0.03125
LAMICTAL,Feeling abnormal,0.0,0,1,0.03125
LAMICTAL,Hallucination,0.0,0,1,0.03125
LAMICTAL,Injury,0.0,0,1,0.03125
LAMICTAL,Insomnia,0.0,0,1,0.03125
LAMICTAL,Lip dry,0.0,0,1,0.03125
LAMICTAL,Nausea,0.0,0,1,0.03125
LAMICTAL,Neutrophil count decreased,0.0,0,1,0.03125
LAMICTAL,Odynophagia,0.0,0,1,0.03125
LAMICTAL,Oesophageal pain,0.0,0,1,0.03125
LAMICTAL,Oropharyngeal pain,0.0,0,1,0.03125
LAMICTAL,Respiratory distress,0.0,0,1,0.03125
LAMICTAL,Status epilepticus,0.0,0,1,0.03125
LAMICTAL,Tongue injury,0.0,0,1,0.03125
LAMOTRIGINE,Abnormal behaviour,0.0,0,2,0.0625
LAMOTRIGINE,Activities of daily living impaired,0.0,0,2,0.0625
LAMOTRIGINE,Bradykinesia,0.0,0,2,0.0625
LAMOTRIGINE,Dermatillomania,0.0,0,2,0.0625
LAMOTRIGINE,Drug interaction,0.0,0,2,0.0625
LAMOTRIGINE,Drug level increased,0.0,0,2,0.0625
LAMOTRIGINE,Gait disturbance,0.0,0,1,0.03125
LAMOTRIGINE,Headache,0.0,0,1,0.03125
LAMOTRIGINE,Insomnia,0.0,0,2,0.0625
LAMOTRIGINE,Irritability,0.0,0,2,0.0625
LAMOTRIGINE,Lethargy,0.0,0,2,0.0625
LAMOTRIGINE,Memory impairment,0.0,0,2,0.0625
LAMOTRIGINE,Muscular weakness,0.0,0,3,0.09375
LAMOTRIGINE,Myalgia,0.0,0,1,0.03125
LAMOTRIGINE,Nausea,0.0,0,1,0.03125
LAMOTRIGINE,Obsessive-compulsive disorder,0.0,0,2,0.0625
LAMOTRIGINE,Pyrexia,0.0,0,1,0.03125
LAMOTRIGINE,Rash,0.0,0,1,0.03125
LAMOTRIGINE,Tremor,0.0,0,1,0.03125
LANOXIN,Aphthous stomatitis,0.0,0,1,0.16666666666666666
