drugName,condition,rating,effectiveness,usefulCount,review_length
Magnesium amino acids chelate,Hypomagnesemia,10.0,1.0,10,570.0
Magnesium aspartate,Dietary Supplementation,7.0,1.0,2,241.0
Magnesium citrate,Constipation,9.0,0.9333333333333333,6992,537.0095238095238
Magnesium citrate,Not Listed / Othe,10.0,1.0,104,359.0
Magnesium gluconate,Dietary Supplementation,10.0,1.0,21,194.0
Magnesium hydroxide,Acne,8.333333333333334,1.0,88,196.66666666666666
Magnesium hydroxide,Constipation,8.675925925925926,0.9027777777777778,2944,514.1388888888889
Magnesium hydroxide,Indigestion,8.857142857142858,0.9285714285714286,77,565.2857142857143
Magnesium oxide,Constipation,9.555555555555555,1.0,602,347.0
Magnesium oxide,Hypomagnesemia,5.333333333333333,0.3333333333333333,60,301.0
Magnesium oxide,Not Listed / Othe,10.0,1.0,19,231.0
Magnesium salicylate,Inflammatory Conditions,6.0,0.5,4,287.0
Magnesium salicylate,Pain,10.0,1.0,34,423.3333333333333
Magnesium sulfate,Seizure Prevention,1.0,0.0,6,752.0
Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,7.431181485992692,0.7734470158343484,12564,563.5870889159562
Magnesium sulfate / potassium sulfate / sodium sulfate,Not Listed / Othe,9.0,1.0,2,218.0
Magnevist,CNS Magnetic Resonance Imaging,1.0,0.0,5,456.0
Makena,Premature Lab,6.787234042553192,0.6702127659574468,432,489.36170212765956
Malarone,Malaria,7.0,0.6666666666666666,10,177.33333333333334
Malarone,Malaria Prevention,5.75,0.575,261,399.5
Malathion,Head Lice,9.2,0.9,146,569.2
Mandelamine,Prevention of Bladder infection,9.5,1.0,88,402.5
Maprotiline,Depression,9.5,1.0,31,461.5
Maprotiline,Major Depressive Disorde,10.0,1.0,13,126.0
Maprotiline,Panic Disorde,7.333333333333333,0.6666666666666666,59,213.0
Maraviroc,HIV Infection,7.0,0.75,4,270.0
Marcaine,Local Anesthesia,8.0,1.0,9,152.0
Marezine,Motion Sickness,10.0,1.0,147,288.8
Marezine,Nausea/Vomiting,10.0,1.0,12,109.0
Marinol,28</span> users found this comment helpful.,9.0,1.0,28,408.0
Marinol,AIDS Related Wasting,6.5,0.5,72,246.5
Marinol,Anorexia,8.428571428571429,0.8571428571428571,214,350.14285714285717
Marinol,"Nausea/Vomiting, Chemotherapy Induced",9.272727272727273,1.0,393,387.54545454545456
Marlissa,Birth Control,4.375,0.375,21,478.25
Marplan,Depression,9.0,1.0,68,483.3333333333333
Mavik,Heart Failure,2.0,0.0,10,389.0
Mavyret,Hepatitis C,10.0,1.0,20,65.0
Maxair,"Asthma, Maintenance",9.0,1.0,4,181.0
Maxair Autohaler,"Asthma, Maintenance",9.0,1.0,9,183.5
Maxair Autohaler,"Asthma, acute",5.0,0.5,3,167.0
Maxalt,Migraine,8.89247311827957,0.9301075268817204,1165,406.1720430107527
Maxalt-MLT,Migraine,8.866666666666667,0.925,645,382.55
Maxaron Forte,Anemia,6.333333333333333,0.6666666666666666,21,165.0
Maxichlor PSE DM,Cough and Nasal Congestion,10.0,1.0,0,145.0
Maxidex,4</span> users found this comment helpful.,6.0,0.5,4,748.0
Maxidone,Pain,10.0,1.0,8,250.0
Maxifed DM,Cough and Nasal Congestion,8.0,1.0,5,172.0
Maxitrol,"Conjunctivitis, Bacterial",10.0,1.0,15,137.0
Maxzide,Edema,10.0,1.0,83,181.0
Maxzide,High Blood Pressure,8.5,1.0,122,263.5
Mebaral,Epilepsy,9.75,1.0,64,376.25
Mebendazole,Ascariasis,1.0,0.0,14,206.0
Meclizine,Motion Sickness,8.710526315789474,0.868421052631579,869,338.7894736842105
Meclizine,Nausea/Vomiting,9.0,0.9285714285714286,182,334.14285714285717
Meclizine,Not Listed / Othe,7.0,0.75,25,410.0
Meclizine,Vertig,7.161290322580645,0.7526881720430108,4983,352.752688172043
Medi-Quik Spray,Pain,10.0,1.0,17,619.0
Medium chain triglycerides,Dietary Supplementation,2.0,0.0,0,136.0
Medrol,"Asthma, Maintenance",10.0,1.0,5,11.0
Medrol,"Asthma, acute",10.0,1.0,40,384.0
Medrol,"Gout, Acute",10.0,1.0,21,110.0
Medrol,Inflammatory Conditions,1.0,0.0,53,732.0
Medrol,Rheumatoid Arthritis,7.0,1.0,44,317.0
Medrol Dosepak,Allergic Rhinitis,3.5,0.0,17,280.0
Medrol Dosepak,Asthma,9.0,1.0,21,19.0
Medrol Dosepak,"Asthma, acute",10.0,1.0,27,446.0
Medrol Dosepak,Atopic Dermatitis,10.0,1.0,52,115.0
Medrol Dosepak,"Gout, Acute",10.0,1.0,55,58.0
Medrol Dosepak,Inflammatory Conditions,9.2,1.0,308,346.8
Medrol Dosepak,Osteoarthritis,10.0,1.0,68,314.0
Medrol Dosepak,Rheumatoid Arthritis,9.0,1.0,78,201.0
Medrox,Muscle Pain,6.0,0.5,1,78.0
Medroxyprogesterone,Abnormal Uterine Bleeding,3.328,0.262,7883,518.392
Medroxyprogesterone,Amenorrhea,7.898305084745763,0.8220338983050848,1235,470.35593220338984
Medroxyprogesterone,Birth Control,5.553353658536586,0.5144817073170732,5315,534.547256097561
Medroxyprogesterone,"Endometrial Hyperplasia, Prophylaxis",9.0,1.0,10,594.0
Medroxyprogesterone,Endometriosis,6.018867924528302,0.6132075471698113,1051,588.5849056603773
Medroxyprogesterone,Not Listed / Othe,7.0,0.5,1,248.0
Medroxyprogesterone,Renal Cell Carcinoma,7.0,1.0,14,352.0
Mefenamic acid,Not Listed / Othe,1.0,0.0,2,151.0
Mefenamic acid,Pain,5.5,0.5,6,197.5
Mefenamic acid,Period Pain,6.4411764705882355,0.6323529411764706,431,437.61764705882354
Mefloquine,Malaria,4.0,0.3333333333333333,7,174.0
Mefloquine,Malaria Prevention,5.333333333333333,0.5,72,412.1111111111111
Megace,Abnormal Uterine Bleeding,10.0,1.0,107,157.0
Megace,Cachexia,9.0,1.0,50,461.0
Megace,Endometrial Cance,6.5,0.5,72,368.0
Megace,Endometrial Hyperplasia,5.666666666666667,0.5,81,367.3333333333333
Megace,Hot Flashes,8.0,1.0,32,91.0
Megace,Weight Loss,10.0,1.0,68,147.0
Megace ES,Anorexia,5.5,0.5,49,160.0
Megace ES,Weight Loss,9.5,1.0,191,230.25
Megestrol,Abnormal Uterine Bleeding,6.6,0.7,467,529.0
Megestrol,Anorexia,8.0,0.7857142857142857,124,321.42857142857144
Megestrol,Cachexia,9.0,1.0,50,461.0
Megestrol,Endometrial Cance,7.666666666666667,0.6666666666666666,76,366.6666666666667
Megestrol,Endometrial Hyperplasia,5.666666666666667,0.5,107,439.1666666666667
Megestrol,Hot Flashes,9.0,1.0,63,116.66666666666667
Megestrol,Weight Loss,8.857142857142858,0.9285714285714286,506,433.64285714285717
Mekinist,"Melanoma, Metastatic",9.0,1.0,12,343.0
Melatonin,Insomnia,6.888,0.696,3893,377.304
Melatonin,Jet Lag,10.0,1.0,7,516.0
Melatonin,Not Listed / Othe,6.0,0.6,55,323.4
Mellaril,Schizophrenia,10.0,1.0,22,718.0
Meloxicam,Inflammatory Conditions,6.782608695652174,0.6826086956521739,5258,374.8608695652174
Meloxicam,Juvenile Rheumatoid Arthritis,3.5,0.25,13,206.0
Meloxicam,Not Listed / Othe,8.5,0.8333333333333334,73,434.8333333333333
Meloxicam,Osteoarthritis,7.448275862068965,0.7758620689655172,6061,352.23275862068965
Meloxicam,Rheumatoid Arthritis,6.0,0.6323529411764706,1529,323.4117647058824
Meloxicam,Tendonitis,7.416666666666667,0.75,1093,311.125
Meloxicam,ibromyalgia,7.380952380952381,0.7857142857142857,1116,368.6190476190476
Melpaque HP,Dermatological Disorders,1.0,0.0,5,521.0
Melquin HP,Dermatological Disorders,2.0,0.0,16,117.0
Memantine,Alzheimer's Disease,4.235294117647059,0.35294117647058826,814,393.8235294117647
Memantine,Autism,8.0,1.0,55,323.5
Memantine,Migraine,9.0,1.0,42,433.5
Memantine,Not Listed / Othe,4.0,0.0,1,45.0
Menactra,Meningococcal Meningitis Prophylaxis,1.0,0.0,1,124.0
Menest,Postmenopausal Symptoms,9.0,1.0,20,44.5
Meningococcal conjugate vaccine,Meningococcal Meningitis Prophylaxis,1.0,0.0,1,124.0
Meningococcal group B vaccine,"Meningitis, Meningococcal",7.0,1.0,0,132.0
Menopur,llicle Stimulation,10.0,1.0,14,101.0
Menotropins,llicle Stimulation,10.0,1.0,14,101.0
Menthol,Pain,9.0,1.0,1,507.0
Menthol / zinc oxide,Diaper Rash,8.5,0.75,47,261.75
Meperidine,Light Sedation,8.0,0.8,115,310.0
Meperidine,Pain,9.295081967213115,0.9754098360655737,1974,339.73770491803276
Meperidine / promethazine,Pain,9.333333333333334,1.0,139,290.1111111111111
Meperitab,Pain,9.666666666666666,1.0,67,270.0
Mephobarbital,Epilepsy,9.75,1.0,64,376.25
Mephyton,Vitamin K Deficiency,10.0,1.0,1,575.0
Mepivacaine,Local Anesthesia,4.5,0.5,7,138.0
Mepolizumab,Asthma,6.4,0.6,88,600.6
Meprobamate,Anxiety,8.166666666666666,0.8333333333333334,140,535.1666666666666
Mepron,Babesiosis,1.0,0.0,2,424.0
Mercaptopurine,Autoimmune Hepatitis,9.0,0.875,39,271.0
Mercaptopurine,"Crohn's Disease, Acute",10.0,1.0,28,244.0
Mercaptopurine,"Crohn's Disease, Maintenance",3.75,0.3125,68,330.125
Mercaptopurine,"Ulcerative Colitis, Maintenance",3.6666666666666665,0.3333333333333333,36,471.6666666666667
Meridia,1</span> users found this comment helpful.,9.5,1.0,2,190.5
Meridia,Obesity,8.090909090909092,0.8181818181818182,1666,430.43636363636364
Meropenem,Skin or Soft Tissue Infection,8.0,1.0,0,213.0
Mesalamine,Crohn's Disease,7.478260869565218,0.7608695652173914,212,293.60869565217394
Mesalamine,"Crohn's Disease, Maintenance",8.181818181818182,0.8977272727272727,899,350.34090909090907
Mesalamine,Inflammatory Bowel Disease,7.25,0.75,33,298.25
Mesalamine,Lymphocytic Colitis,9.0,1.0,87,502.3333333333333
Mesalamine,Ulcerative Colitis,7.195652173913044,0.7391304347826086,397,368.67391304347825
Mesalamine,"Ulcerative Colitis, Active",7.121951219512195,0.75,1558,402.7439024390244
Mesalamine,"Ulcerative Colitis, Maintenance",7.892857142857143,0.8392857142857143,723,347.85714285714283
Mesalamine,Ulcerative Proctitis,9.0,0.9166666666666666,38,487.1666666666667
Mestinon,Dysautonomia,7.2,0.8,45,478.2
Mestinon,Myasthenia Gravis,6.111111111111111,0.6666666666666666,307,406.44444444444446
Mestinon,Reversal of Nondepolarizing Muscle Relaxants,1.0,0.0,10,98.0
Mestinon Timespan,Myasthenia Gravis,9.666666666666666,1.0,73,236.66666666666666
Mestranol / norethindrone,Abnormal Uterine Bleeding,9.0,1.0,1,492.0
Mestranol / norethindrone,Birth Control,4.0,0.375,2,499.5
Mestranol / norethindrone,Endometriosis,2.0,0.0,1,391.0
Metadate CD,16</span> users found this comment helpful.,10.0,1.0,16,611.0
Metadate CD,ADHD,7.117647058823529,0.75,1023,537.8529411764706
Metadate ER,ADHD,7.0,1.0,3,27.0
Metamucil,Constipation,8.75,0.875,213,309.375
Metamucil,Dietary Fiber Supplementation,5.75,0.5,159,397.5
Metamucil,Irritable Bowel Syndrome,6.0,0.5,136,309.0
Metaproterenol,"Asthma, Maintenance",10.0,1.0,5,194.0
Metaproterenol,"COPD, Acute",9.0,1.0,8,315.0
Metaxalone,Muscle Spasm,7.438356164383562,0.7808219178082192,2776,332.8767123287671
Metaxalone,ibromyalgia,8.6,0.925,813,292.65
Metformin,"Diabetes, Type 2",6.224299065420561,0.6495327102803738,4767,396.5327102803738
Metformin,Insulin Resistance Syndrome,8.0,0.8333333333333334,1464,459.0952380952381
Metformin,Polycystic Ovary Syndrome,7.767857142857143,0.8422619047619048,6638,545.0178571428571
Metformin,emale Infertility,7.2,0.7,119,320.2
Metformin,min),7.069767441860465,0.7441860465116279,2947,274.30232558139534
Metformin / pioglitazone,min / pioglitazone),7.2,0.8,82,192.2
Metformin / rosiglitazone,min / rosiglitazone),6.0,0.5,14,335.0
Metformin / saxagliptin,min / saxagliptin),5.857142857142857,0.5357142857142857,148,254.28571428571428
Metformin / sitagliptin,"Diabetes, Type 2",5.833333333333333,0.5,18,239.66666666666666
Metformin / sitagliptin,min / sitagliptin),6.0,0.5588235294117647,1330,368.7647058823529
Methacholine,Diagnosis and Investigation,7.0,1.0,0,120.0
Methadone,Chronic Pain,8.898148148148149,0.9212962962962963,6279,517.6481481481482
Methadone,Not Listed / Othe,9.875,1.0,103,316.0
Methadone,Opiate Withdrawal,8.77456647398844,0.9104046242774566,6250,431.1965317919075
Methadone,Pain,8.776315789473685,0.9243421052631579,6020,409.45394736842104
Methadone Diskets,11</span> users found this comment helpful.,10.0,1.0,11,284.0
Methadone Diskets,Chronic Pain,9.5,1.0,459,345.5
Methadone Diskets,Opiate Withdrawal,9.266666666666667,0.9333333333333333,584,353.93333333333334
Methadone Diskets,Pain,9.0,1.0,289,316.75
Methadose,Chronic Pain,9.0,1.0,183,364.6666666666667
Methadose,Opiate Withdrawal,8.789473684210526,0.8947368421052632,1048,335.7368421052632
Methadose,Pain,9.6,1.0,472,366.1
Methamphetamine,ADHD,8.714285714285714,0.9107142857142857,1644,436.14285714285717
Methamphetamine,Obesity,10.0,1.0,205,96.0
Methenamine,Bladder Infection,7.333333333333333,0.7777777777777778,451,534.6666666666666
Methenamine,Kidney Infections,10.0,1.0,9,701.0
Methenamine,Prevention of Bladder infection,9.75,1.0,355,358.75
Methenamine,Urinary Tract Infection,9.666666666666666,1.0,210,523.1666666666666
Methergine,Migraine,9.666666666666666,1.0,86,600.6666666666666
Methimazole,Hyperthyroidism,5.75,0.5,435,462.25
Methitest,"Hypogonadism, Male",10.0,1.0,7,8.0
Methocarbamol,Muscle Spasm,6.026845637583893,0.5973154362416108,6437,325.8993288590604
Methocarbamol,Not Listed / Othe,10.0,1.0,11,597.0
Methocarbamol,Opiate Withdrawal,7.95,0.875,2624,377.05
Methotrexate,Cogan's Syndrome,4.0,0.0,7,289.0
Methotrexate,Ectopic Pregnancy,8.0,1.0,20,486.6666666666667
Methotrexate,Eczema,8.0,1.0,46,277.0
Methotrexate,Gastric Cance,1.0,0.0,3,704.0
Methotrexate,Lymphoma,2.0,0.0,2,26.0
Methotrexate,Neoplastic Diseases,7.0,1.0,1,496.0
Methotrexate,Psoriasis,8.169230769230769,0.8846153846153846,3167,485.0
Methotrexate,Psoriatic Arthritis,6.285714285714286,0.6785714285714286,198,465.2857142857143
Methotrexate,Rheumatoid Arthritis,7.211267605633803,0.7605633802816901,5552,483.3943661971831
Methotrexate,Scleroderma,1.0,0.0,5,428.0
Methotrexate,Systemic Sclerosis,8.0,0.8333333333333334,40,370.6666666666667
Methscopolamine,Dumping Syndrome,10.0,1.0,7,663.0
Methscopolamine,Irritable Bowel Syndrome,6.875,0.75,40,237.75
Methscopolamine,Not Listed / Othe,10.0,1.0,1,79.0
Methyl salicylate,Muscle Pain,5.166666666666667,0.5,50,378.8333333333333
Methyl salicylate,Osteoarthritis,6.666666666666667,0.6666666666666666,3,378.1666666666667
Methyl salicylate,Rheumatoid Arthritis,10.0,1.0,1,755.0
Methylcellulose,Constipation,7.666666666666667,0.6666666666666666,32,114.33333333333333
Methyldopa,High Blood Pressure,7.0,0.625,37,508.5
Methyldopa,Hypertensive Emergency,5.0,0.5,5,208.0
Methylergonovine,Migraine,9.714285714285714,1.0,90,559.8571428571429
Methylin,ADHD,8.181818181818182,0.8636363636363636,240,262.3636363636364
Methylin,Narcolepsy,8.25,0.75,99,341.25
Methylin ER,ADHD,8.5,0.875,152,367.375
Methylin ER,Depression,9.5,1.0,362,639.5
Methylin ER,Narcolepsy,9.0,1.0,20,743.0
Methylnaltrexone,"Constipation, Chronic",4.5,0.5,43,280.0
Methylnaltrexone,"Constipation, Drug Induced",7.285714285714286,0.7321428571428571,734,552.7142857142857
Methylnaltrexone,Opioid-Induced Constipation,6.333333333333333,0.6666666666666666,19,149.66666666666666
Methylphenidate,ADHD,7.382066276803119,0.7777777777777778,16170,501.0701754385965
Methylphenidate,Depression,9.0,0.96875,2125,456.53125
Methylphenidate,Narcolepsy,7.8108108108108105,0.8108108108108109,1308,422.5135135135135
Methylphenidate,Not Listed / Othe,8.5,1.0,3,412.5
Methylphenidate,Obesity,6.0,0.5,26,604.0
Methylphenidate,Postural Orthostatic Tachycardia Syndrome,8.0,1.0,5,469.0
Methylphenidate,Severe Mood Dysregulation,1.0,0.0,1,110.0
Methylphenidate,atigue,6.857142857142857,0.7142857142857143,92,558.2857142857143
Methylprednisolone,Allergic Rhinitis,4.6923076923076925,0.34615384615384615,166,401.6923076923077
Methylprednisolone,Asthma,8.5,0.875,48,192.25
Methylprednisolone,"Asthma, Maintenance",10.0,1.0,5,11.0
Methylprednisolone,"Asthma, acute",8.428571428571429,0.8571428571428571,151,439.7142857142857
Methylprednisolone,Atopic Dermatitis,10.0,1.0,52,115.0
Methylprednisolone,Dermatologic Lesion,7.25,0.75,39,413.0
Methylprednisolone,"Gout, Acute",9.107142857142858,0.9285714285714286,798,336.07142857142856
Methylprednisolone,Immunosuppression,8.0,0.75,21,438.25
Methylprednisolone,Inflammatory Conditions,7.5625,0.7901785714285714,4409,406.04464285714283
Methylprednisolone,Neuralgia,8.0,0.8,53,364.0
Methylprednisolone,Not Listed / Othe,5.25,0.5,54,382.25
Methylprednisolone,Osteoarthritis,8.666666666666666,0.9166666666666666,210,380.3333333333333
Methylprednisolone,Rheumatoid Arthritis,8.333333333333334,0.9166666666666666,334,385.9166666666667
Methyltestosterone,"Hypogonadism, Male",10.0,1.0,7,8.0
Metoclopramide,GERD,4.5,0.4444444444444444,251,372.55555555555554
Metoclopramide,Gastroparesis,6.433333333333334,0.65,1112,415.4
Metoclopramide,Lactation Augmentation,5.428571428571429,0.5,32,459.0
Metoclopramide,Migraine,4.425287356321839,0.3850574712643678,983,570.9080459770115
Metoclopramide,Nausea/Vomiting,3.967741935483871,0.3225806451612903,1021,377.241935483871
Metoclopramide,"Nausea/Vomiting, Chemotherapy Induced",10.0,1.0,2,545.0
Metoclopramide,"Nausea/Vomiting, Postoperative",10.0,1.0,21,474.0
Metoclopramide,Not Listed / Othe,8.0,1.0,1,523.0
Metolazone,Edema,8.0,0.8333333333333334,126,314.0
Metoprolol,Angina,7.75,0.8125,146,386.125
Metoprolol,Atrial Fibrillation,5.872340425531915,0.5957446808510638,1690,399.5744680851064
Metoprolol,Benign Essential Trem,7.75,0.875,136,257.75
Metoprolol,Heart Attack,6.125,0.625,287,510.625
Metoprolol,Heart Failure,7.333333333333333,0.6666666666666666,97,354.6666666666667
Metoprolol,High Blood Pressure,6.271317829457364,0.6472868217054264,6508,364.94573643410854
Metoprolol,Left Ventricular Dysfunction,6.5,0.75,25,410.0
Metoprolol,Migraine Prevention,8.416666666666666,0.8333333333333334,311,492.9166666666667
Metoprolol,Mitral Valve Prolapse,8.5,0.9,162,403.7
Metoprolol,Not Listed / Othe,7.2,0.8,59,281.0
Metoprolol,Premature Ventricular Depolarizations,6.857142857142857,0.6428571428571429,210,481.2857142857143
Metoprolol,Supraventricular Tachycardia,6.814814814814815,0.6851851851851852,2327,500.1296296296296
Metoprolol Tartrate,Angina,1.0,0.0,15,63.0
Metoprolol Tartrate,Heart Attack,7.666666666666667,0.8333333333333334,160,595.6666666666666
Metoprolol Tartrate,High Blood Pressure,6.2,0.6,207,325.0
Metozolv ODT,Gastroparesis,5.0,0.5,22,496.0
MetroCream,Rosacea,5.8,0.6,207,190.4
MetroGel,Rosacea,7.1875,0.75,787,218.125
MetroGel-Vaginal,Bacterial Vaginitis,6.375,0.6041666666666666,812,423.5833333333333
Metronidazole,Amebiasis,2.25,0.125,3,582.0
Metronidazole,Bacterial Infection,6.2407407407407405,0.6425925925925926,3416,440.9851851851852
Metronidazole,Bacterial Vaginitis,7.164435946462715,0.7476099426386233,6211,477.9961759082218
Metronidazole,Bone infection,6.0,0.6666666666666666,26,593.3333333333334
Metronidazole,Clostridial Infection,5.590909090909091,0.5454545454545454,224,596.5454545454545
Metronidazole,"Crohn's Disease, Acute",7.857142857142857,0.8571428571428571,25,514.7142857142857
Metronidazole,"Crohn's Disease, Maintenance",9.0,1.0,4,453.5
Metronidazole,Deep Neck Infection,9.0,1.0,0,357.0
Metronidazole,Dental Abscess,6.6,0.6466666666666666,1783,460.1333333333333
Metronidazole,Diverticulitis,6.8558558558558556,0.7432432432432432,4250,493.7837837837838
Metronidazole,Giardiasis,6.3125,0.65625,89,546.1875
Metronidazole,Helicobacter Pylori Infection,6.357142857142857,0.75,135,542.0714285714286
Metronidazole,Intraabdominal Infection,6.75,0.625,7,673.5
Metronidazole,Not Listed / Othe,5.8,0.6,8,401.2
Metronidazole,Pelvic Inflammatory Disease,5.4,0.5,44,584.9
Metronidazole,Perioral Dermatitis,8.0,1.0,15,246.0
Metronidazole,Pneumonia,8.0,1.0,15,81.0
Metronidazole,Pseudomembranous Colitis,7.0,0.6666666666666666,6,453.3333333333333
Metronidazole,Rosacea,6.9,0.72,1506,314.56
Metronidazole,STD Prophylaxis,5.0,0.5,0,32.0
Metronidazole,Skin or Soft Tissue Infection,4.857142857142857,0.5,26,484.7142857142857
Metronidazole,Surgical Prophylaxis,9.0,1.0,1,339.5
Metronidazole,Trichomoniasis,7.657534246575342,0.8013698630136986,1464,416.4657534246575
Mevacor,High Cholesterol,5.5,0.5,71,338.0
Mevacor,"High Cholesterol, Familial Heterozygous",9.0,1.0,44,200.0
Mexiletine,Arrhythmia,6.333333333333333,0.5,29,229.66666666666666
Mexiletine,Diabetic Peripheral Neuropathy,8.0,1.0,9,237.0
Mexiletine,Myotonia Congenita,6.0,0.5,4,435.0
Mexitil,Arrhythmia,6.5,0.5,22,239.0
Miacalcin,Osteoporosis,1.0,0.0,10,232.0
Miacalcin Nasal,Osteoporosis,6.0,0.5,36,123.0
Mibelas 24 Fe,Birth Control,2.2222222222222223,0.1111111111111111,7,457.8888888888889
Micardis,37</span> users found this comment helpful.,4.0,0.0,37,421.0
Micardis,High Blood Pressure,6.125,0.6041666666666666,1344,350.4166666666667
Micardis HCT,High Blood Pressure,7.454545454545454,0.7727272727272727,153,255.36363636363637
Micon 7,Vaginal Yeast Infection,6.0,0.5,13,242.0
Miconazole,Tinea Corporis,10.0,1.0,21,148.0
Miconazole,Tinea Cruris,5.0,0.5,2,234.0
Miconazole,Tinea Pedis,10.0,1.0,0,154.0
Miconazole,Vaginal Yeast Infection,2.9880418535127053,0.2156203288490284,8471,441.79596412556054
Miconazole / zinc oxide,Diaper Rash,10.0,1.0,15,388.25
Micrainin,Anxiety,10.0,1.0,3,45.0
Microgestin 1 / 20,Abnormal Uterine Bleeding,3.0,0.3333333333333333,22,401.6666666666667
Microgestin 1 / 20,Birth Control,6.739130434782608,0.6521739130434783,324,508.32608695652175
Microgestin 1 / 20,Endometriosis,7.6,0.8,45,569.2
Microgestin 1 / 20,Menstrual Disorders,4.666666666666667,0.3333333333333333,16,521.3333333333334
Microgestin 1 / 20,Polycystic Ovary Syndrome,9.0,1.0,14,748.0
Microgestin 1.5 / 30,Birth Control,8.0,1.0,0,547.5
Microgestin 1.5 / 30,Menstrual Disorders,8.0,1.0,0,766.0
Microgestin Fe 1 / 20,0</span> users found this comment helpful.,6.4,0.7,0,500.6
Microgestin Fe 1 / 20,12</span> users found this comment helpful.,9.0,1.0,12,415.0
Microgestin Fe 1 / 20,1</span> users found this comment helpful.,5.0,0.5,4,423.5
Microgestin Fe 1 / 20,20</span> users found this comment helpful.,1.0,0.0,20,784.0
Microgestin Fe 1 / 20,2</span> users found this comment helpful.,8.666666666666666,1.0,6,639.6666666666666
Microgestin Fe 1 / 20,3</span> users found this comment helpful.,6.25,0.75,12,542.25
Microgestin Fe 1 / 20,4</span> users found this comment helpful.,6.0,0.5,4,767.0
Microgestin Fe 1 / 20,7</span> users found this comment helpful.,7.666666666666667,0.6666666666666666,21,431.6666666666667
Microgestin Fe 1 / 20,Abnormal Uterine Bleeding,4.6,0.4,21,536.4
Microgestin Fe 1 / 20,Acne,4.421052631578948,0.3157894736842105,179,509.63157894736844
Microgestin Fe 1 / 20,Birth Control,5.825581395348837,0.5546511627906977,3742,521.586046511628
Microgestin Fe 1 / 20,Endometriosis,7.090909090909091,0.7272727272727273,113,468.54545454545456
Microgestin Fe 1 / 20,Menstrual Disorders,6.818181818181818,0.6818181818181818,263,572.2272727272727
Microgestin Fe 1 / 20,Polycystic Ovary Syndrome,5.0,0.4444444444444444,92,600.4444444444445
Microgestin Fe 1.5 / 30,Abnormal Uterine Bleeding,8.5,1.0,9,489.5
Microgestin Fe 1.5 / 30,Acne,2.8,0.1,7,343.8
Microgestin Fe 1.5 / 30,Birth Control,6.280701754385965,0.6140350877192983,313,603.9473684210526
Microgestin Fe 1.5 / 30,Menstrual Disorders,5.0,0.5,46,515.7272727272727
Microgestin Fe 1.5 / 30,Polycystic Ovary Syndrome,5.5,0.5,30,390.5
Microzide,High Blood Pressure,10.0,1.0,34,436.0
Midamor,High Blood Pressure,1.0,0.0,9,149.0
Midazolam,ICU Agitation,6.0,0.5,14,88.0
Midazolam,Light Anesthesia,4.0,0.34375,166,482.375
Midazolam,Light Sedation,5.764705882352941,0.5294117647058824,169,405.8235294117647
Midodrine,Dysautonomia,9.333333333333334,1.0,145,348.6666666666667
Midodrine,Hypotension,7.25,0.75,183,401.25
Midodrine,Postural Orthostatic Tachycardia Syndrome,5.666666666666667,0.5555555555555556,201,397.3333333333333
Midol Extended Relief,Period Pain,10.0,1.0,17,299.0
Midol PM,Pain,8.5,1.0,7,401.0
Midostaurin,Systemic Mastocytosis,8.0,1.0,2,167.0
Mifepristone,Abortion,7.0,1.0,13,117.0
Migergot,Migraine,10.0,1.0,57,393.3333333333333
Miglitol,"Diabetes, Type 2",10.0,1.0,4,16.0
Migranal,Cluster Headaches,9.5,1.0,24,281.0
Migranal,Migraine,7.0625,0.71875,210,457.9375
Milk of Magnesia,Acne,7.0,1.0,44,106.0
Milk of Magnesia,Constipation,8.9,0.95,173,514.6
Milk of Magnesia,Indigestion,9.666666666666666,1.0,43,543.3333333333334
Milk thistle,Herbal Supplementation,8.0,0.8333333333333334,24,452.0
Milk thistle,Not Listed / Othe,9.0,1.0,74,218.0
Milnacipran,Reflex Sympathetic Dystrophy Syndrome,7.0,0.75,69,520.75
Milnacipran,ibromyalgia,6.780575539568345,0.6996402877697842,12458,506.978417266187
Milnacipran,m Pain Disorde,10.0,1.0,0,532.0
Miltown,Anxiety,7.0,0.6666666666666666,84,626.3333333333334
Mimvey,Postmenopausal Symptoms,1.0,0.0,0,756.0
Minastrin 24 Fe,1</span> users found this comment helpful.,8.0,1.0,1,760.0
Minastrin 24 Fe,Birth Control,5.094059405940594,0.45544554455445546,1802,528.2376237623762
Minipress,Benign Prostatic Hyperplasia,5.0,0.5,102,257.0
Minipress,High Blood Pressure,7.5,0.75,54,290.0
Minipress,Post Traumatic Stress Disorde,9.142857142857142,0.9285714285714286,372,240.0
Minivelle,Postmenopausal Symptoms,7.2,0.6,227,304.8
Minocin,Acne,7.0,0.7,164,499.8
Minocin,Rosacea,7.666666666666667,0.8333333333333334,64,328.0
Minocin,Skin or Soft Tissue Infection,10.0,1.0,5,571.0
Minocycline,Acne,6.327327327327327,0.6321321321321322,4031,473.24924924924926
Minocycline,Bacterial Infection,1.0,0.0,7,483.0
Minocycline,Not Listed / Othe,8.0,1.0,0,107.0
Minocycline,Periodontitis,7.0,1.0,14,227.0
Minocycline,Rheumatoid Arthritis,4.0,0.0,3,184.5
Minocycline,Rosacea,8.708333333333334,0.875,481,345.25
Minocycline,Skin and Structure Infection,5.5,0.5,18,314.5
